RESULTADO;WELLBOAT;dia;mes;año
POSITIVO;SEIGRUNN;19;12;2019
NEGATIVO;SEIGRUNN;19;12;2019
NEGATIVO;SEINES;20;12;2019
NEGATIVO;LINDA MARIJKE;20;12;2019
NEGATIVO;RONIA AUSTRAL;20;12;2019
NEGATIVO;SEIBRIS;20;12;2019
NEGATIVO;FRIGG;20;12;2019
NEGATIVO;RONIA PACIFIC;20;12;2019
NEGATIVO;RONIA DIAMOND;20;12;2019
NEGATIVO;LOKI;20;12;2019
NEGATIVO;PATAGON 8;20;12;2019
NEGATIVO;SAGA;20;12;2019
NEGATIVO;QUEILEN;20;12;2019
NEGATIVO;SEINES;20;12;2019
NEGATIVO;PANIAHUE;20;12;2019
NEGATIVO;LINDA MARIJKE;21;12;2019
NEGATIVO;RIO DULCE;21;12;2019
NEGATIVO;PATAGON 4;21;12;2019
NEGATIVO;FRIGG;21;12;2019
NEGATIVO;SEIBRIS;21;12;2019
NEGATIVO;ORCA CHONO;21;12;2019
NEGATIVO;SEIGRUNN;21;12;2019
NEGATIVO;QUEILEN;21;12;2019
NEGATIVO;SEINES;21;12;2019
NEGATIVO;GRIP PATAGONIA;21;12;2019
NEGATIVO;HEIMDALL;22;12;2019
NEGATIVO;LOKI;22;12;2019
NEGATIVO;SAGA;22;12;2019
NEGATIVO;RONIA AUSTRAL;22;12;2019
NEGATIVO;SEIKAPP;22;12;2019
NEGATIVO;PATAGON 8;22;12;2019
NEGATIVO;LINDA MARIJKE;22;12;2019
NEGATIVO;RONIA PACIFIC;22;12;2019
NEGATIVO;PATAGON 4;23;12;2019
NEGATIVO;PANIAHUE;23;12;2019
NEGATIVO;RIO DULCE 2;23;12;2019
NEGATIVO;SEIBRIS;23;12;2019
NEGATIVO;RIO DULCE;23;12;2019
NEGATIVO;ORCA CHONO;23;12;2019
NEGATIVO;SAGA;23;12;2019
NEGATIVO;PATAGON 8;23;12;2019
NEGATIVO;QUEILEN;24;12;2019
NEGATIVO;LOKI;24;12;2019
NEGATIVO;SEIGRUNN;24;12;2019
NEGATIVO;HEIMDALL;24;12;2019
NEGATIVO;SEIBRIS;24;12;2019
NEGATIVO;RONIA AUSTRAL;24;12;2019
NEGATIVO;FRIGG;24;12;2019
NEGATIVO;LINDA MARIJKE;24;12;2019
NEGATIVO;RIO DULCE;25;12;2019
NEGATIVO;SEINES;25;12;2019
NEGATIVO;ORCA CHONO;25;12;2019
NEGATIVO;PANIAHUE;25;12;2019
NEGATIVO;PATAGON 4;25;12;2019
NEGATIVO;SAGA;25;12;2019
NEGATIVO;RONIA PACIFIC;25;12;2019
NEGATIVO;QUEILEN;25;12;2019
NEGATIVO;SEIGRUNN;25;12;2019
NEGATIVO;LOKI;25;12;2019
NEGATIVO;SEIBRIS;25;12;2019
NEGATIVO;HEIMDALL;26;12;2019
NEGATIVO;RONIA ATLANTIC;26;12;2019
NEGATIVO;FRIGG;26;12;2019
NEGATIVO;PATAGON 8;26;12;2019
NEGATIVO;FAEROY;26;12;2019
NEGATIVO;SEINES;26;12;2019
NEGATIVO;LINDA MARIJKE;26;12;2019
NEGATIVO;RONIA AUSTRAL;26;12;2019
NEGATIVO;SAGA;26;12;2019
NEGATIVO;PATAGON 6;27;12;2019
NEGATIVO;PANIAHUE;27;12;2019
NEGATIVO;ORCA CHONO;27;12;2019
NEGATIVO;RIO DULCE;27;12;2019
NEGATIVO;RIO DULCE 2;27;12;2019
NEGATIVO;LOKI;27;12;2019
NEGATIVO;SEIGRUNN;27;12;2019
NEGATIVO;QUEILEN;27;12;2019
NEGATIVO;PATAGON 8;28;12;2019
NEGATIVO;ORCA YAGAN;28;12;2019
NEGATIVO;LINDA MARIJKE;28;12;2019
NEGATIVO;SAGA;28;12;2019
NEGATIVO;HEIMDALL;28;12;2019
NEGATIVO;RONIA AUSTRAL;28;12;2019
NEGATIVO;SEINES;28;12;2019
NEGATIVO;SEIBRIS;28;12;2019
NEGATIVO;FRIGG;28;12;2019
NEGATIVO;QUEILEN;29;12;2019
NEGATIVO;SEIGRUNN;29;12;2019
NEGATIVO;RIO DULCE 3;29;12;2019
NEGATIVO;ORCA CHONO;29;12;2019
POSITIVO;VALI;29;12;2019
NEGATIVO;SEINES;29;12;2019
NEGATIVO;SAGA;29;12;2019
NEGATIVO;LOKI;29;12;2019
NEGATIVO;SEIBRIS;29;12;2019
NEGATIVO;RIO DULCE 2;29;12;2019
NEGATIVO;FRIGG;29;12;2019
NEGATIVO;RIO DULCE 1;29;12;2019
NEGATIVO;PANIAHUE;30;12;2019
NEGATIVO;QUEILEN;30;12;2019
NEGATIVO;PATAGON 6;30;12;2019
NEGATIVO;VALI;30;12;2019
NEGATIVO;RONIA AUSTRAL;30;12;2019
NEGATIVO;SEINES;30;12;2019
NEGATIVO;SEIBRIS;30;12;2019
NEGATIVO;ORCA YAGAN;30;12;2019
NEGATIVO;PATAGON 8;31;12;2019
NEGATIVO;ODDEGUTT;31;12;2019
NEGATIVO;SAGA;31;12;2019
NEGATIVO;SEIGRUNN;31;12;2019
NEGATIVO;HEIMDALL;31;12;2019
NEGATIVO;ORCA CHONO;31;12;2019
NEGATIVO;LOKI;31;12;2019
NEGATIVO;ORCA ONA;31;12;2019
NEGATIVO;FRIGG;31;12;2019
NEGATIVO;PANIAHUE;31;12;2019
NEGATIVO;RIO DULCE 2;31;12;2019
NEGATIVO;VALI;1;1;2020
NEGATIVO;GRIP PATAGONIA;1;1;2020
NEGATIVO;SEIVAG;2;1;2020
NEGATIVO;SEINES;2;1;2020
NEGATIVO;ODDEGUTT;2;1;2020
NEGATIVO;PATAGON 8;2;1;2020
NEGATIVO;HEIMDALL;2;1;2020
NEGATIVO;PATAGON 6;2;1;2020
NEGATIVO;LOKI;2;1;2020
NEGATIVO;ORCA CHONO;2;1;2020
NEGATIVO;RIO DULCE 1;2;1;2020
NEGATIVO;SEIBRIS;2;1;2020
NEGATIVO;FRIGG;2;1;2020
NEGATIVO;SEIGRUNN;2;1;2020
NEGATIVO;SAGA;2;1;2020
NEGATIVO;RONIA PACIFIC;2;1;2020
NEGATIVO;PANIAHUE;2;1;2020
NEGATIVO;ALCANTARA;2;1;2020
NEGATIVO;RONIA AUSTRAL;2;1;2020
NEGATIVO;RONIA ATLANTIC;2;1;2020
NEGATIVO;QUEILEN;2;1;2020
NEGATIVO;SEINES;2;1;2020
NEGATIVO;BUCALEMU;3;1;2020
NEGATIVO;RIO DULCE 2;3;1;2020
NEGATIVO;FAEROY;3;1;2020
NEGATIVO;GRIP PACIFIC;3;1;2020
NEGATIVO;SEIGRUNN;3;1;2020
NEGATIVO;PATAGON 4;3;1;2020
NEGATIVO;SEIVAG;3;1;2020
NEGATIVO;RONIA ATLANTIC;3;1;2020
NEGATIVO;PATAGON 6;3;1;2020
NEGATIVO;BUCALEMU;4;1;2020
NEGATIVO;FORSETI;4;1;2020
NEGATIVO;SEIGRUNN;4;1;2020
NEGATIVO;HEIMDALL;4;1;2020
NEGATIVO;PATAGON 8;4;1;2020
NEGATIVO;SEINES;4;1;2020
NEGATIVO;SEIVAG;4;1;2020
NEGATIVO;RONIA PACIFIC;4;1;2020
NEGATIVO;ORCA YAGAN;5;1;2020
NEGATIVO;RONIA ATLANTIC;5;1;2020
NEGATIVO;RIO DULCE 2;5;1;2020
NEGATIVO;PATAGON 6;5;1;2020
NEGATIVO;SEIGRUNN;5;1;2020
NEGATIVO;ORCA CHONO;5;1;2020
NEGATIVO;VALI;5;1;2020
NEGATIVO;SEIVAG;5;1;2020
NEGATIVO;BUCALEMU;5;1;2020
NEGATIVO;FRIGG;5;1;2020
NEGATIVO;PATAGON 8;6;1;2020
NEGATIVO;SEIBRIS;6;1;2020
NEGATIVO;LOKI;6;1;2020
NEGATIVO;RONIA AUSTRAL;6;1;2020
NEGATIVO;SAGA;6;1;2020
NEGATIVO;HEIMDALL;6;1;2020
NEGATIVO;SEIGRUNN;6;1;2020
NEGATIVO;RONIA ATLANTIC;6;1;2020
NEGATIVO;BUCALEMU;6;1;2020
NEGATIVO;RONIA DIAMOND;7;1;2020
NEGATIVO;SEIVAG;7;1;2020
NEGATIVO;ORCA CHONO;7;1;2020
NEGATIVO;SEINES;7;1;2020
NEGATIVO;RIO DULCE 1;7;1;2020
NEGATIVO;BUCALEMU;7;1;2020
NEGATIVO;VALI;7;1;2020
NEGATIVO;LOKI;7;1;2020
NEGATIVO;PATAGON 8;7;1;2020
NEGATIVO;SAGA;7;1;2020
NEGATIVO;BUCALEMU;7;1;2020
NEGATIVO;VALI;8;1;2020
NEGATIVO;FAEROY;8;1;2020
NEGATIVO;RONIA AUSTRAL;8;1;2020
NEGATIVO;ORCA CHONO;8;1;2020
NEGATIVO;PATAGON 8;8;1;2020
NEGATIVO;RONIA ATLANTIC;9;1;2020
NEGATIVO;HEIMDALL;9;1;2020
NEGATIVO;BUCALEMU;9;1;2020
NEGATIVO;LOKI;9;1;2020
NEGATIVO;SEINES;9;1;2020
NEGATIVO;SEIVAG;9;1;2020
NEGATIVO;SEIGRUNN;9;1;2020
NEGATIVO;VALI;9;1;2020
NEGATIVO;RIO DULCE  1;9;1;2020
NEGATIVO;QUEILEN;9;1;2020
NEGATIVO;SEIFJORD;9;1;2020
NEGATIVO;RONIA PACIFIC;9;1;2020
NEGATIVO;BUCALEMU;10;1;2020
NEGATIVO;RIO DULCE 3;10;1;2020
NEGATIVO;RONIA AUSTRAL;10;1;2020
NEGATIVO;FRIGG;10;1;2020
NEGATIVO;SEIVAG;10;1;2020
NEGATIVO;SEIGRUNN;10;1;2020
NEGATIVO;PATAGON 8;10;1;2020
NEGATIVO;ODDEGUTT;10;1;2020
NEGATIVO;BUCALEMU;10;1;2020
NEGATIVO;SEINES;10;1;2020
NEGATIVO;RIO DULCE 1;11;1;2020
NEGATIVO;LOKI;11;1;2020
NEGATIVO;HEIMDALL;11;1;2020
NEGATIVO;SEIFJORD;11;1;2020
NEGATIVO;SEIVAG;11;1;2020
NEGATIVO;FRIGG;11;1;2020
NEGATIVO;PATAGON 8;11;1;2020
NEGATIVO;FORSETI;11;1;2020
NEGATIVO;SEIGRUNN;11;1;2020
NEGATIVO;RONIA PACIFIC;12;1;2020
NEGATIVO;VALI;12;1;2020
NEGATIVO;SEINES;12;1;2020
NEGATIVO;FAEROY;12;1;2020
NEGATIVO;ORCA CHONO;12;1;2020
NEGATIVO;SEIFJORD;12;1;2020
NEGATIVO;LINDA MARIJKE;12;1;2020
NEGATIVO;SEIVAG;12;1;2020
NEGATIVO;LOKI;12;1;2020
NEGATIVO;RIO DULCE 1;12;1;2020
NEGATIVO;ORCA YAGAN;12;1;2020
NEGATIVO;RONIA AUSTRAL;12;1;2020
NEGATIVO;SEIBRIS;12;1;2020
NEGATIVO;SEIKAPP;12;1;2020
NEGATIVO;PATAGON 8;12;1;2020
NEGATIVO;HEIMDALL;13;1;2020
NEGATIVO;BUCALEMU;13;1;2020
NEGATIVO;SEIGRUNN;13;1;2020
NEGATIVO;ORCA CHONO;13;1;2020
NEGATIVO;TYR;13;1;2020
NEGATIVO;SEIVAG;13;1;2020
NEGATIVO;SEIFJORD;13;1;2020
NEGATIVO;BUCALEMU;14;1;2020
NEGATIVO;VALI;14;1;2020
NEGATIVO;SEIBRIS;14;1;2020
NEGATIVO;SEIVAG;14;1;2020
NEGATIVO;FAEROY;14;1;2020
NEGATIVO;RONIA PACIFIC;14;1;2020
NEGATIVO;SEIGRUNN;14;1;2020
NEGATIVO;ORCA CHONO;14;1;2020
NEGATIVO;LINDA MARIJKE;14;1;2020
NEGATIVO;SEIFJORD;14;1;2020
NEGATIVO;BUCALEMU;14;1;2020
NEGATIVO;RONIA AUSTRAL;14;1;2020
NEGATIVO;TYR;14;1;2020
NEGATIVO;SEINES;14;1;2020
NEGATIVO;PATAGON 8;15;1;2020
NEGATIVO;HEIMDALL;15;1;2020
NEGATIVO;SEIBRIS;15;1;2020
NEGATIVO;ORCA CHONO;15;1;2020
NEGATIVO;BUCALEMU;15;1;2020
NEGATIVO;RONIA ATLANTIC;15;1;2020
NEGATIVO;SEIKAPP;15;1;2020
NEGATIVO;SEIVAG;15;1;2020
NEGATIVO;VALI;15;1;2020
NEGATIVO;SEIGRUNN;15;1;2020
NEGATIVO;SEIFJORD;16;1;2020
NEGATIVO;PATAGON 8;16;1;2020
NEGATIVO;SEINES;16;1;2020
NEGATIVO;SEIBRIS;16;1;2020
NEGATIVO;BUCALEMU;16;1;2020
NEGATIVO;RONIA PACIFIC;16;1;2020
NEGATIVO;RONIA ATLANTIC;16;1;2020
NEGATIVO;SEIVAG;16;1;2020
NEGATIVO;SEIKAPP;16;1;2020
NEGATIVO;ORCA ONA;16;1;2020
NEGATIVO;RONIA AUSTRAL;16;1;2020
POSITIVO;VALI;17;1;2020
NEGATIVO;SEIFJORD;17;1;2020
NEGATIVO;BUCALEMU;17;1;2020
NEGATIVO;FAEROY;17;1;2020
NEGATIVO;SEIGRUNN;17;1;2020
NEGATIVO;LINDA MARIJKE;17;1;2020
NEGATIVO;SEINES;17;1;2020
NEGATIVO;RONIA ATLANTIC;17;1;2020
NEGATIVO;SEIVAG;17;1;2020
NEGATIVO;BRUDANES;17;1;2020
NEGATIVO;PATAGON 8;17;1;2020
NEGATIVO;BUCALEMU;17;1;2020
NEGATIVO;CACIQUE;18;1;2020
NEGATIVO;HEIMDALL;18;1;2020
NEGATIVO;LINDA MARIJKE;18;1;2020
NEGATIVO;SEIGRUNN;18;1;2020
NEGATIVO;RONIA PACIFIC;18;1;2020
NEGATIVO;ORCA CHONO;18;1;2020
NEGATIVO;SEIVAG;18;1;2020
NEGATIVO;PATAGON 8;18;1;2020
NEGATIVO;SEINES;18;1;2020
NEGATIVO;RIO DULCE 1;19;1;2020
NEGATIVO;RONIA AUSTRAL;19;1;2020
NEGATIVO;SEIBRIS;19;1;2020
NEGATIVO;TYR;19;1;2020
NEGATIVO;FAEROY;19;1;2020
NEGATIVO;SEIGRUNN;19;1;2020
NEGATIVO;SEIVAG;19;1;2020
NEGATIVO;SEIFJORD;19;1;2020
NEGATIVO;VALI;19;1;2020
NEGATIVO;SEIKAPP;19;1;2020
NEGATIVO;BUCALEMU;19;1;2020
NEGATIVO;HEIMDALL;20;1;2020
NEGATIVO;ORCA CHONO;20;1;2020
NEGATIVO;PATAGON 8;20;1;2020
NEGATIVO;SEIVAG;20;1;2020
NEGATIVO;SEIGRUNN;20;1;2020
NEGATIVO;LINDA MARIJKE;20;1;2020
NEGATIVO;SEIBRIS;20;1;2020
NEGATIVO;FAEROY;20;1;2020
NEGATIVO;RIO DULCE 1;20;1;2020
NEGATIVO;SEIFJORD;20;1;2020
NEGATIVO;BUCALEMU;20;1;2020
NEGATIVO;VALI;21;1;2020
NEGATIVO;SEIVAG;21;1;2020
NEGATIVO;RONIA AUSTRAL;21;1;2020
NEGATIVO;SEINES;21;1;2020
NEGATIVO;GRIP PACIFIC;21;1;2020
NEGATIVO;SEIKAPP;21;1;2020
NEGATIVO;SEIGRUNN;21;1;2020
NEGATIVO;RONIA PACIFIC;21;1;2020
NEGATIVO;SEIFJORD;21;1;2020
NEGATIVO;TYR;21;1;2020
NEGATIVO;HEIMDALL;21;1;2020
NEGATIVO;SEIBRIS;22;1;2020
NEGATIVO;PATAGON 8;22;1;2020
NEGATIVO;SEIVAG;22;1;2020
NEGATIVO;BUCALEMU;22;1;2020
NEGATIVO;BRUDANES;22;1;2020
NEGATIVO;LINDA MARIJKE;22;1;2020
NEGATIVO;RIO DULCE 1;22;1;2020
NEGATIVO;ORCA CHONO;22;1;2020
NEGATIVO;SEIGRUNN;22;1;2020
NEGATIVO;VALI;22;1;2020
NEGATIVO;SEIBRIS;22;1;2020
NEGATIVO;SEIVAG;22;1;2020
NEGATIVO;SEIFJORD;22;1;2020
NEGATIVO;PATAGON 8;22;1;2020
NEGATIVO;BUCALEMU;23;1;2020
NEGATIVO;ORCA CHONO;23;1;2020
POSITIVO;FAEROY;23;1;2020
NEGATIVO;RONIA AUSTRAL;23;1;2020
NEGATIVO;SEIVAG;23;1;2020
NEGATIVO;SEIGRUNN;23;1;2020
NEGATIVO;SEIBRIS;23;1;2020
NEGATIVO;RONIA PACIFIC;23;1;2020
NEGATIVO;BUCALEMU;23;1;2020
NEGATIVO;FAEROY;24;1;2020
NEGATIVO;RIO DULCE 1;24;1;2020
NEGATIVO;HEIMDALL;24;1;2020
NEGATIVO;RONIA DIAMOND;24;1;2020
NEGATIVO;PATAGON 8;24;1;2020
NEGATIVO;SEIFJORD;24;1;2020
NEGATIVO;BUCALEMU;24;1;2020
NEGATIVO;SEIVAG;24;1;2020
NEGATIVO;PATAGON 6;25;1;2020
NEGATIVO;RONIA AUSTRAL;25;1;2020
NEGATIVO;RIO DULCE 2;25;1;2020
NEGATIVO;RIO DULCE 1;25;1;2020
NEGATIVO;SEINES;25;1;2020
NEGATIVO;SEIFJORD;25;1;2020
NEGATIVO;SEIGRUNN;25;1;2020
NEGATIVO;LINDA MARIJKE;26;1;2020
NEGATIVO;RONIA PACIFIC;26;1;2020
NEGATIVO;ORCA YAGAN;26;1;2020
NEGATIVO;SEIGRUNN;26;1;2020
NEGATIVO;RIO DULCE 2;26;1;2020
NEGATIVO;FRIGG;26;1;2020
NEGATIVO;ORCA CHONO;26;1;2020
NEGATIVO;PATAGON 6;26;1;2020
NEGATIVO;GRIP PACIFIC;26;1;2020
NEGATIVO;SEIVAG;26;1;2020
NEGATIVO;RIO DULCE 2;26;1;2020
NEGATIVO;GRIP PATAGONIA;26;1;2020
NEGATIVO;SEIFJORD;26;1;2020
NEGATIVO;BUCALEMU;26;1;2020
NEGATIVO;RIO DULCE 1;27;1;2020
NEGATIVO;SEINES;27;1;2020
NEGATIVO;QUEILEN;27;1;2020
NEGATIVO;SEIGRUNN;27;1;2020
NEGATIVO;LOKI;27;1;2020
NEGATIVO;PATAGON 8;27;1;2020
NEGATIVO;SEIVAG;27;1;2020
NEGATIVO;RONIA AUSTRAL;27;1;2020
NEGATIVO;SEIBRIS;27;1;2020
NEGATIVO;ALCANTARA;27;1;2020
NEGATIVO;GRIP PATAGONIA;27;1;2020
NEGATIVO;SAGA;27;1;2020
NEGATIVO;SEIFJORD;27;1;2020
NEGATIVO;RIO DULCE 1;27;1;2020
NEGATIVO;HEIMDALL;28;1;2020
NEGATIVO;QUEILEN;28;1;2020
NEGATIVO;SEIVAG;28;1;2020
NEGATIVO;ORCA CHONO;28;1;2020
NEGATIVO;ODDEGUTT;28;1;2020
NEGATIVO;RONIA PACIFIC;28;1;2020
NEGATIVO;SEIGRUNN;28;1;2020
NEGATIVO;SEIBRIS;28;1;2020
NEGATIVO;TYR;28;1;2020
NEGATIVO;FAEROY;28;1;2020
NEGATIVO;GRIP PATAGONIA;28;1;2020
NEGATIVO;PATAGON 8;28;1;2020
NEGATIVO;SEIFJORD;28;1;2020
NEGATIVO;BUCALEMU;29;1;2020
NEGATIVO;QUEILEN;29;1;2020
NEGATIVO;SEINES;29;1;2020
NEGATIVO;SEIVAG;29;1;2020
NEGATIVO;RIO DULCE 2;29;1;2020
NEGATIVO;VALI;29;1;2020
NEGATIVO;ALCANTARA;29;1;2020
NEGATIVO;TYR;29;1;2020
NEGATIVO;ODDEGUTT;29;1;2020
NEGATIVO;RONIA AUSTRAL;29;1;2020
NEGATIVO;GRIP PATAGONIA;29;1;2020
NEGATIVO;RIO DULCE 1;29;1;2020
NEGATIVO;SEIGRUNN;29;1;2020
NEGATIVO;HEIMDALL;29;1;2020
NEGATIVO;SEIVAG;29;1;2020
NEGATIVO;SEIFJORD;29;1;2020
NEGATIVO;BUCALEMU;29;1;2020
NEGATIVO;PATAGON 8;29;1;2020
NEGATIVO;QUEILEN;29;1;2020
NEGATIVO;ORCA CHONO;30;1;2020
NEGATIVO;SEIBRIS;30;1;2020
NEGATIVO;SEIKAPP;30;1;2020
NEGATIVO;SAGA;30;1;2020
NEGATIVO;VALI;30;1;2020
NEGATIVO;ALCANTARA;30;1;2020
NEGATIVO;SEIVAG;30;1;2020
NEGATIVO;BUCALEMU;30;1;2020
NEGATIVO;SEINES;30;1;2020
NEGATIVO;RONIA PACIFIC;30;1;2020
NEGATIVO;GRIP PACIFIC;30;1;2020
NEGATIVO;TYR;31;1;2020
NEGATIVO;GRIP PATAGONIA;31;1;2020
NEGATIVO;SEIBRIS;31;1;2020
NEGATIVO;SEIKAPP;31;1;2020
NEGATIVO;HEIMDALL;31;1;2020
NEGATIVO;SEIVAG;31;1;2020
NEGATIVO;ODDEGUTT;31;1;2020
NEGATIVO;RONIA AUSTRAL;31;1;2020
NEGATIVO;ORCA CHONO;31;1;2020
NEGATIVO;SEIFJORD;31;1;2020
NEGATIVO;BUCALEMU;31;1;2020
NEGATIVO;QUEILEN;31;1;2020
NEGATIVO;SEIGRUNN;31;1;2020
NEGATIVO;GRIP PACIFIC;1;2;2020
NEGATIVO;TYR;1;2;2020
NEGATIVO;GRIP PATAGONIA;1;2;2020
NEGATIVO;ORCA YAGAN;1;2;2020
NEGATIVO;PATAGON 8;1;2;2020
NEGATIVO;ALCANTARA;1;2;2020
NEGATIVO;SEIFJORD;1;2;2020
NEGATIVO;SEIGRUNN;1;2;2020
NEGATIVO;RONIA PACIFIC;1;2;2020
NEGATIVO;SEIBRIS;2;2;2020
NEGATIVO;SAGA;2;2;2020
NEGATIVO;RONIA PIONEER;2;2;2020
NEGATIVO;QUEILEN;2;2;2020
NEGATIVO;SEIKAPP;2;2;2020
NEGATIVO;RIO DULCE 1;2;2;2020
NEGATIVO;VALI;2;2;2020
NEGATIVO;ORCA CHONO;2;2;2020
NEGATIVO;SEINES;2;2;2020
NEGATIVO;FAEROY;2;2;2020
NEGATIVO;FRIGG;2;2;2020
NEGATIVO;GRIP PATAGONIA;2;2;2020
NEGATIVO;SEIFJORD;3;2;2020
NEGATIVO;GRIP PACIFIC;3;2;2020
NEGATIVO;PATAGON 8;3;2;2020
NEGATIVO;HEIMDALL;3;2;2020
NEGATIVO;TYR;3;2;2020
NEGATIVO;LOKI;3;2;2020
NEGATIVO;ODDEGUTT;3;2;2020
NEGATIVO;LINDA MARIJKE;3;2;2020
NEGATIVO;RONIA DIAMOND;3;2;2020
NEGATIVO;RIO DULCE 1;4;2;2020
NEGATIVO;ORCA CHONO;4;2;2020
NEGATIVO;RONIA PACIFIC;4;2;2020
NEGATIVO;PATAGON 8;4;2;2020
NEGATIVO;ALCANTARA;4;2;2020
NEGATIVO;SAGA;4;2;2020
NEGATIVO;SEIBRIS;4;2;2020
NEGATIVO;SEIKAPP;4;2;2020
NEGATIVO;VALI;4;2;2020
NEGATIVO;FRIGG;4;2;2020
NEGATIVO;SEIGRUNN;4;2;2020
NEGATIVO;SEIFJORD;4;2;2020
NEGATIVO;BUCALEMU;4;2;2020
NEGATIVO;SEINES;4;2;2020
NEGATIVO;HEIMDALL;5;2;2020
NEGATIVO;RIO DULCE 1;5;2;2020
NEGATIVO;QUEILEN;5;2;2020
NEGATIVO;PATAGON 8;5;2;2020
NEGATIVO;TYR;5;2;2020
NEGATIVO;FAEROY;5;2;2020
NEGATIVO;PATAGON 4;5;2;2020
NEGATIVO;ODDEGUTT;5;2;2020
NEGATIVO;ORCA CHONO;5;2;2020
NEGATIVO;RIO DULCE 3;5;2;2020
NEGATIVO;SEIGRUNN;5;2;2020
NEGATIVO;BUCALEMU;5;2;2020
NEGATIVO;ALCANTARA;5;2;2020
NEGATIVO;SEIFJORD;5;2;2020
NEGATIVO;SAGA;5;2;2020
NEGATIVO;SEINES;5;2;2020
NEGATIVO;PATAGON 8;6;2;2020
NEGATIVO;LINDA MARIJKE;6;2;2020
NEGATIVO;SEIKAPP;6;2;2020
NEGATIVO;FRIGG;6;2;2020
NEGATIVO;RONIA PACIFIC;6;2;2020
NEGATIVO;BUCALEMU;6;2;2020
NEGATIVO;RONIA DIAMOND;6;2;2020
NEGATIVO;SEIBRIS;6;2;2020
NEGATIVO;SEINES;6;2;2020
NEGATIVO;HEIMDALL;6;2;2020
NEGATIVO;RIO DULCE 1;6;2;2020
NEGATIVO;SEIGRUNN;6;2;2020
NEGATIVO;SEIFJORD;6;2;2020
NEGATIVO;VALI;7;2;2020
NEGATIVO;TYR;7;2;2020
NEGATIVO;BUCALEMU;7;2;2020
NEGATIVO;SEINES;7;2;2020
NEGATIVO;ORCA CHONO;7;2;2020
NEGATIVO;ODDEGUTT;7;2;2020
NEGATIVO;ALCANTARA;7;2;2020
NEGATIVO;SEIGRUNN;7;2;2020
NEGATIVO;SAGA;7;2;2020
NEGATIVO;BUCALEMU;8;2;2020
NEGATIVO;RIO DULCE 1;8;2;2020
NEGATIVO;LINDA MARIJKE;8;2;2020
NEGATIVO;SEINES;8;2;2020
NEGATIVO;SEIKAPP;8;2;2020
NEGATIVO;FRIGG;8;2;2020
NEGATIVO;FAEROY;8;2;2020
NEGATIVO;GRIP PATAGONIA;8;2;2020
NEGATIVO;SEIVAG;8;2;2020
NEGATIVO;HEIMDALL;8;2;2020
NEGATIVO;GRIP PACIFIC;8;2;2020
NEGATIVO;SEIBRIS;8;2;2020
NEGATIVO;PATAGON 8;8;2;2020
NEGATIVO;RONIA PACIFIC;8;2;2020
NEGATIVO;SEIGRUNN;8;2;2020
NEGATIVO;RONIA AUSTRAL;9;2;2020
NEGATIVO;VALI;9;2;2020
NEGATIVO;SEIFJORD;9;2;2020
NEGATIVO;ORCA CHONO;9;2;2020
NEGATIVO;GRIP PATAGONIA;9;2;2020
NEGATIVO;SEINES;9;2;2020
NEGATIVO;ALCANTARA;9;2;2020
NEGATIVO;TYR;9;2;2020
NEGATIVO;RIO DULCE 2;9;2;2020
NEGATIVO;RIO DULCE 1;9;2;2020
NEGATIVO;SAGA;10;2;2020
NEGATIVO;BUCALEMU;10;2;2020
NEGATIVO;SEIGRUNN;10;2;2020
NEGATIVO;ODDEGUTT;10;2;2020
NEGATIVO;HEIMDALL;10;2;2020
NEGATIVO;PATAGON 7;10;2;2020
NEGATIVO;PATAGON 8;10;2;2020
NEGATIVO;FRIGG;10;2;2020
NEGATIVO;ORCA YAGAN;10;2;2020
NEGATIVO;SEIBRIS;10;2;2020
NEGATIVO;FAEROY;10;2;2020
NEGATIVO;LINDA MARIJKE;10;2;2020
NEGATIVO;RIO DULCE 1;10;2;2020
NEGATIVO;GRIP PACIFIC;10;2;2020
NEGATIVO;RONIA PACIFIC;11;2;2020
NEGATIVO;SEIGRUNN;11;2;2020
NEGATIVO;SEINES;11;2;2020
NEGATIVO;LOKI;11;2;2020
NEGATIVO;SEIFJORD;11;2;2020
POSITIVO;SAGA;11;2;2020
NEGATIVO;GRIP PACIFIC;11;2;2020
NEGATIVO;TYR;11;2;2020
NEGATIVO;BUCALEMU;11;2;2020
NEGATIVO;HEIMDALL;11;2;2020
NEGATIVO;VALI;11;2;2020
NEGATIVO;PATAGON 8;11;2;2020
NEGATIVO;SEIBRIS;12;2;2020
NEGATIVO;SEIGRUNN;12;2;2020
NEGATIVO;RIO DULCE 1;12;2;2020
NEGATIVO;PATAGON 4;12;2;2020
NEGATIVO;ODDEGUTT;12;2;2020
NEGATIVO;LINDA MARIJKE;12;2;2020
NEGATIVO;FRIGG;12;2;2020
NEGATIVO;SEIFJORD;13;2;2020
NEGATIVO;SEIVAG;13;2;2020
NEGATIVO;LOKI;13;2;2020
NEGATIVO;PATAGON 8;13;2;2020
NEGATIVO;ALCANTARA;13;2;2020
NEGATIVO;GRIP PATAGONIA;13;2;2020
NEGATIVO;SEIGRUNN;13;2;2020
NEGATIVO;VALI;13;2;2020
NEGATIVO;SEIKAPP;13;2;2020
NEGATIVO;RIO DULCE 3;13;2;2020
NEGATIVO;ORCA ONA;13;2;2020
